,Title,Source,Link,Excerpt,RawText,Tags,Date,PDF
0,Canada: Don’t Roll Back Refugee Rights,Amnesty Canada (English),https://amnesty.ca/blog/blog-canada-dont-roll-back-refugee-rights/, ," 
Make a gift to support human rights today.",['Blog'],"April 25, 2019",False
0,Take Action for a Corporate Watchdog with Teeth!,Amnesty Canada (English),https://amnesty.ca/blog/take-action-for-a-corporate-watchdog-with-teeth/,"Earth defenders and garment workers are suffering staggering human rights abuses: so why has Canada’s new corporate accountability watchdog been de-fanged?  On April 8, Canada’s Minister for International Trade Diversification announced the appointment of the new Canadian Ombudsperson...","On April 8, Canada’s Minister for International Trade Diversification announced the appointment of the new Canadian Ombudsperson for Responsible Enterprise (CORE). The position was first announced to great fanfare 15 months ago, but sat vacant until Calgary lawyer Sheri Meyerhoffer was appointed. Unfortunately, we have learned that the Ombudsperson’s mandate and powers are much weaker than promised. 
The most startling difference is that the Ombudsperson is not currently imbued with investigatory powers such as the ability to compel documents and testimony from parties to complaints. In order for the Ombudsperson to be effective and to prevent future human rights abuses in the context of Canadian extractives and garment projects, the office must have these powers. 
The government has ordered a review of the options for providing the Ombudsperson with these powers even though it has had 15 months since the post was first announced to do so. We don’t need more studies: we need a watchdog with teeth!  
It is urgent that we act now!  
Over the next 4 weeks, please join us in calling on Minister Carr to grant the Ombudsperson the powers she needs to independently investigate complaints, compel documents and testimony, and make recommendations designed to provide human rights abuse victims with the remedies they seek.  
learn more on our Open For Justice campaign page >> 
Make a gift to support human rights today.","['Blog', 'Open for Justice', 'Access to Justice']","April 25, 2019",False
0,French government challenged over unlawful boat donation to Libyan Coast Guard,Amnesty Canada (English),https://amnesty.ca/news/french-government-challenged-over-unlawful-boat-donation-to-libyan-coast-guard/,"Amnesty International will today (Thursday April 25) legally challenge the French government’s decision to donate six boats to the Libyan Navy, which includes the Libyan Coast Guard.   Amnesty International is one of eight NGOs demanding that delivery of the boats is suspended,...",Inspection flag,,"April 25, 2019",False
0,"Syria: Unprecedented investigation reveals US-led Coalition killed more than 1,600 civilians in Raqqa ‘death trap’",Amnesty Canada (English),https://amnesty.ca/news/syria-unprecedented-investigation-reveals-us-led-coalition-killed-more-than-1600-civilians-in-raqqa-death-trap/,"Amnesty International and Airwars launch interactive website documenting hundreds of civilian casualties Most comprehensive investigation into civilian deaths in modern warfare US, UK and French forces still in denial, admitting to 10% of killings The US-led military Coalition must end almost two...",Inspection flag,,"April 25, 2019",False
0,Indigenous rights initiative needs urgent support,Amnesty Canada (English),https://amnesty.ca/blog/indigenous-rights-initiative-needs-urgent-support/,"Canada is on the brink of a breakthrough to protect the rights of First Nations, Inuit and Métis peoples. But urgent action is needed to ensure that this historic opportunity isn’t lost. The Truth and Reconciliation Commission of Canada called the UN Declaration on the Rights of Indigenous...","Canada is on the brink of a breakthrough to protect the rights of First Nations, Inuit and Métis peoples. But urgent action is needed to ensure that this historic opportunity isn’t lost. 
The Truth and Reconciliation Commission of Canada called the UN Declaration on the Rights of Indigenous Peoples “the framework for reconciliation.” Last year, the House of Commons passed Bill C-262, a private members bill requiring the federal government to finally move ahead with the work of implementing the Declaration. 
Good news: On May 16, the Senate voted to move the Bill to Committee for study. This is the next step on the path to a final vote. Public support for the Declaration and Bill C-262 is clearly having an effect. Thank you to everyone who has sent emails or made phone calls!  
Unfortunately, however, passage of the Bill is still far from certain. Time is running out in this session of Parliament. And private members bills are particularly vulnerable to delaying tactics. If Bill C-262 isn’t passed by the Senate before this session of Parliament concludes, this crucial opportunity to advance the work of reconciliation will be lost. 
Fortunately, political will to adopt Bill C-262 has been demonstrated across party lines. In fact, after Bill C-262 was stalled in the Senate in April, Conservative Leader Andrew Scheer joined in a unanimous motion urging the Senate to pass the Bill into law. We are urging Andrew Scheer to continue exercising his leadership to help ensure the Bill is brought to a final vote. 
 
This action will be updated frequently as the deadline for passing Bill C-262 draws nearer. 
Open letter to Canadian Senators 
Debunking myths about the UN Declaration and Bill C-262 
Make a gift to support human rights today.","['Blog', 'Activism Guide', 'Indigenous Peoples', 'The United Nations Declaration on the Rights of Indigenous Peoples']","April 23, 2019",False
0,Indigenous rights initiative needs urgent support,Amnesty Canada (English),https://amnesty.ca/blog/blog-indigenous-rights-initiative-needs-urgent-support/,"Canada is on the brink of a breakthrough to protect the rights of First Nations, Inuit and Métis peoples. But urgent action is needed to ensure that this historic opportunity isn’t lost. The Truth and Reconciliation Commission of Canada called the UN Declaration on the Rights of Indigenous...","Canada is on the brink of a breakthrough to protect the rights of First Nations, Inuit and Métis peoples. But urgent action is needed to ensure that this historic opportunity isn’t lost. 
The Truth and Reconciliation Commission of Canada called the UN Declaration on the Rights of Indigenous Peoples “the framework for reconciliation.” Last year, the House of Commons passed Bill C-262, a private members bill requiring the federal government to finally move ahead with the work of implementing the Declaration. 
Good news: On May 16, the Senate voted to move the Bill to Committee for study. This is the next step on the path to a final vote. Public support for the Declaration and Bill C-262 is clearly having an effect. Thank you to everyone who has sent emails or made phone calls!  
Unfortunately, however, passage of the Bill is still far from certain. Time is running out in this session of Parliament. And private members bills are particularly vulnerable to delaying tactics. If Bill C-262 isn’t passed by the Senate before this session of Parliament concludes, this crucial opportunity to advance the work of reconciliation will be lost. 
Fortunately, political will to adopt Bill C-262 has been demonstrated across party lines. In fact, after Bill C-262 was stalled in the Senate in April, Conservative Leader Andrew Scheer joined in a unanimous motion urging the Senate to pass the Bill into law. We are urging Andrew Scheer to continue exercising his leadership to help ensure the Bill is brought to a final vote. 
 
This action will be updated frequently as the deadline for passing Bill C-262 draws nearer. 
Open letter to Canadian Senators 
Debunking myths about the UN Declaration and Bill C-262 
Make a gift to support human rights today.","['Blog', 'Activism Guide', 'Indigenous Peoples']","April 23, 2019",False
0,"Madagascar: Excessive use of pre-trial detention continues to grow, with devastating impact",Amnesty Canada (English),https://amnesty.ca/news/madagascar-excessive-use-of-pre-trial-detention-continues-to-grow-with-devastating-impact/,"Thousands of people continue to languish in Malagasy prisons without having been found guilty of any crime due to the excessive use of pre-trial detention, Amnesty International said on Africa Pretrial Detention Day. Six months after an Amnesty report exposed the alarming use of pre-trial detention...",Inspection flag,,"April 24, 2019",False
0,Libya: Horrific attack targeting refugees and migrants at detention centre must be investigated as a war crime,Amnesty Canada (English),https://amnesty.ca/news/libya-horrific-attack-targeting-refugees-and-migrants-at-detention-centre-must-be-investigated-as-a-war-crime/,"A violent attack by fighters who opened fire on refugees and migrants at a detention centre on the outskirts of Tripoli highlights the urgent need to ensure civilians are protected and perpetrators are held to account, said Amnesty International after speaking to eye witnesses. Armed men raided the...",Inspection flag,,"April 24, 2019",False
0,Hong Kong: Free jailed pro-democracy Umbrella Movement protest leaders,Amnesty Canada (English),https://amnesty.ca/news/hong-kong-free-jailed-pro-democracy-umbrella-movement-protest-leaders/,"Four leaders of Hong Kong’s pro-democracy Umbrella Movement protests jailed today for their role in the 2014 peaceful protests must be immediately and unconditionally set free and have their convictions overturned, Amnesty International said. The pro-democracy activists were given jail terms...",Inspection flag,,"April 24, 2019",False
0,Defend Threatened Earth Defenders in Latin America,Amnesty Canada (English),https://amnesty.ca/blog/defend-threatened-earth-defenders-in-latin-america/,"People who speak out to defend land, water and forests in Latin America are seeking to protect the human rights and well-being of their communities. Yet, they face unprecedented attacks and killings in return. Indigenous people and racial minorities experience the greatest danger, while women...","People who speak out to defend land, water and forests in Latin America are seeking to protect the human rights and well-being of their communities. Yet, they face unprecedented attacks and killings in return. Indigenous people and racial minorities experience the greatest danger, while women defenders face gender-specific forms of aggression including sexual violence and threats against their children. 
It’s a terrifying situation, emblemized by the murder of Lenca Indigenous water defender, Berta Cáceres in Honduras. But the killing of Berta is no isolated case. The toll of earth defenders lost to deadly violence continues to grow in Honduras, Guatemala, Mexico, Colombia, Brazil and other countries in Latin America. It’s the most deadly region in the world to speak out about irresponsible logging, mining and dam projects that threaten the environment on which so many depend.  
Despite the danger, earth defenders and their communities throughout Latin America are not giving up. There is too much on the line. They continue to speak out in defence of environmental human rights and to seek solidarity in countries like ours. 
“When Canadians speak up from wherever you are, this is so important,” said Bertha Isabel, daughter of Berta Cáceres, when we spoke to her in Honduras. 
This summer, take action in solidarity with threatened earth defenders in Latin America, building connections with growing concerns everywhere about the urgent need to protect the earth on which our survival depends. 
 
Visit www.amnesty.ca/earthdefenders to find out more about the crisis for earth defenders in country after country of Latin America. This landing page includes reports, actions and other resources like an inspiring 3-minute video message from the daughters of Berta Cáceres. Book mark this page as we will be updating it with new content as it becomes available. For example, after April 30, we will be adding the story of women earth defenders speaking out about the impact of irresponsible oil development in the Amazon region of Ecuador, following the release of our new report. 
  
During the summer festival season, seek opportunities to engage solidarity action in your community via a display or action table. 
 
Download beautiful posters like the one above to attract attention. 
Collect signatures on the print petitions that can be downloaded from the links below: 
Be sure to sign our new e-action calling on Canada to be part of the solution, with action to ensure extensive Canadian trade and investment in Latin America does not exacerbate violence or violate the rights of Indigenous peoples and other communities. 
     >>> Sign the E-Action CANADA: PROTECT EARTH DEFENDERS here 
  
Check back in May for an art-in-activism solidarity project that is currently in design. 
  
Got questions, need other display materials, have a great idea you’d like to share for campaigning in solidarity with threatened Earth Defenders in Latin America? Contact Campaigner Kathy Price  
  
  
Make a gift to support human rights today.","['Blog', 'Activism Guide']","April 23, 2019",False
