,Title,Source,Link,Excerpt,RawText,Tags,Date,PDF
0,Support a September Day of Action in Solidarity with the Families of 43 Disappeared Students of Ayotzinapa,Amnesty Canada (English),https://amnesty.ca/blog/blog-support-september-day-action-solidarity-families-43-disappeared-students-ayotzinapa/,"September 26 is an important date for defenders of human rights in Mexico and their allies around the world. It marks five years since police attacked buses carrying students from a rural teacher training college in Ayotzinapa. The police took 43 of the students away, never to be seen again. ...","September 26 is an important date for defenders of human rights in Mexico and their allies around the world. It marks five years since police attacked buses carrying students from a rural teacher training college in Ayotzinapa. The police took 43 of the students away, never to be seen again.  
Finding out what happened and bringing to justice everyone who played a role is obviously of tremendous importance to the families and classmates of the 43.  
Families of the 43 disappeared students of #Ayotzinapa, Mexico are appealing for our support as they continue to seek the truth, justice and return of their loved ones. Join our solidarity action>>https://t.co/prfrmffNkd #Ayotzinapa5years #CanadaMexicoSolidarity #YoConLaVerdad pic.twitter.com/0HhEo5tMQV 
— AmnestyCanada (@AmnestyNow) September 25, 2019 
 
Truth and justice for the 43 also has far-reaching consequences across Mexico. 
The disappearance of the 43 students has come to symbolize a massive nationwide crisis. More than 40,000 people are now reported missing and the number continues to climb as authorities fail to investigate. 
If the high-profile case of the 43 is not solved, what hope is there for all the others – or for bringing disappearances to an end in Mexico?  
After four years of cover-up by the government of Enrique Peña Nieto, the election of President López Obrador in December 2018 brought hope. One of his first actions was to create a special federal commission to look into the disappearance of the 43 students, something their families and human rights organizations had requested. The Attorney General’s Office also created a Special Unit to investigate and prosecute the case.  
 
These actions are important. Yet concrete results have yet to be announced. Meanwhile, more people continue to be disappeared in Mexico.  
Calls for action from Canada carry weight in Mexico. The families of the 43 students have asked us to support them as they courageously seek the truth, justice and the return of their loved ones.  
 
  On a large piece of paper, draw a big, bold 43 and make it as eye-catching as possible. On the back of the piece of paper, write a short message as follows: 
    – Address your letter to President López Obrador 
    – Write a sentence to introduce yourself and make the message personal.  
    – Express your concern, making it clear that you have not forgotten the 43 disappeared students of Ayotzinapa 
   – Call on President López Obrador to ensure that all lines of enquiry are pursued, the full truth about what happened is made public and everyone responsible is brought to justice. 
   – Sign your name, and be sure to show that you are writing from Canada 
  Send your “43” to us so we can deliver as many of them as possible together to Mexico’s government for maximum impact. 
Send to: Mexico Campaigner Kathy Price, Amnesty International, 1992 Yonge Street, Toronto, ON M4S 1Z7 
 
Add a frame to your profile picture that says Ayotzinapa|I stand with the truth (Yo Con La Verdad). You can find the frame here.  
Take a photo of yourself with your *43* (or paint the numbers on your hands and hold them up to the camera) and post on social media. Please include the hashtags #Ayotzinapa5años (#Ayotzinapa5years) #YoConLaVerdad (I stand with the truth) #JusticiaAyotzinapa and #CanadaMexicoSolidarity (so we can repost). Please tag President López Obrador @lopezobrador_ and Attorney General Alejandro Gertz Manero @FGRMexico 
See a sample tweet below: 
In Canada, como en México, we are still waiting for the truth and for justice @lopezobrador_ @FGRMexico #Ayotzinapa5años #YoConLaVerdad #JusticiaAyotzinapa #CanadaMexicoSolidarity @AmbPierreAlarie @CanEmbMexico @EmbCanMexico pic.twitter.com/miBHnzofRP 
— Kathy Price (@KPriceAmnesty) September 3, 2019 
 
  
 
  
Organize a vigil for the 43 or an action table in your community. Arrange 43 tea lights so they make the number 43. Contact campaigner Kathy Price to obtain photos of the 43 students. Show a short video to raise awareness. Encourage others to create *43* messages and photo messages in order to support the families and their allies in Mexico as they press for action.   
 
 
If you haven’t already, be sure to sign our e-action here. 
 
 
  
  
Make a gift to support human rights today.","['Blog', 'Activism Guide']","September 4, 2019",False
0,Support a September Day of Action in Solidarity with the Families of 43 Disappeared Students of Ayotzinapa,Amnesty Canada (English),https://amnesty.ca/blog/support-a-september-day-of-action-in-solidarity-with-the-families-of-43-disappeared-students-of-ayotzinapa/,"September 26 is an important date for defenders of human rights in Mexico and their allies around the world. It marks five years since police attacked buses carrying students from a rural teacher training college in Ayotzinapa. The police took 43 of the students away, never to be seen again. ...","September 26 is an important date for defenders of human rights in Mexico and their allies around the world. It marks five years since police attacked buses carrying students from a rural teacher training college in Ayotzinapa. The police took 43 of the students away, never to be seen again.  
Finding out what happened and bringing to justice everyone who played a role is obviously of tremendous importance to the families and classmates of the 43.  
Families of the 43 disappeared students of #Ayotzinapa, Mexico are appealing for our support as they continue to seek the truth, justice and return of their loved ones. Join our solidarity action>>https://t.co/prfrmffNkd #Ayotzinapa5years #CanadaMexicoSolidarity #YoConLaVerdad pic.twitter.com/0HhEo5tMQV 
— AmnestyCanada (@AmnestyNow) September 25, 2019 
 
Truth and justice for the 43 also has far-reaching consequences across Mexico. 
The disappearance of the 43 students has come to symbolize a massive nationwide crisis. More than 40,000 people are now reported missing and the number continues to climb as authorities fail to investigate. 
If the high-profile case of the 43 is not solved, what hope is there for all the others – or for bringing disappearances to an end in Mexico?  
After four years of cover-up by the government of Enrique Peña Nieto, the election of President López Obrador in December 2018 brought hope. One of his first actions was to create a special federal commission to look into the disappearance of the 43 students, something their families and human rights organizations had requested. The Attorney General’s Office also created a Special Unit to investigate and prosecute the case.  
 
These actions are important. Yet concrete results have yet to be announced. Meanwhile, more people continue to be disappeared in Mexico.  
Calls for action from Canada carry weight in Mexico. The families of the 43 students have asked us to support them as they courageously seek the truth, justice and the return of their loved ones.  
 
  On a large piece of paper, draw a big, bold 43 and make it as eye-catching as possible. On the back of the piece of paper, write a short message as follows: 
    – Address your letter to President López Obrador 
    – Write a sentence to introduce yourself and make the message personal.  
    – Express your concern, making it clear that you have not forgotten the 43 disappeared students of Ayotzinapa 
   – Call on President López Obrador to ensure that all lines of enquiry are pursued, the full truth about what happened is made public and everyone responsible is brought to justice. 
   – Sign your name, and be sure to show that you are writing from Canada 
  Send your “43” to us so we can deliver as many of them as possible together to Mexico’s government for maximum impact. 
Send to: Mexico Campaigner Kathy Price, Amnesty International, 1992 Yonge Street, Toronto, ON M4S 1Z7 
 
Add a frame to your profile picture that says Ayotzinapa|I stand with the truth (Yo Con La Verdad). You can find the frame here.  
Take a photo of yourself with your *43* (or paint the numbers on your hands and hold them up to the camera) and post on social media. Please include the hashtags #Ayotzinapa5años (#Ayotzinapa5years) #YoConLaVerdad (I stand with the truth) #JusticiaAyotzinapa and #CanadaMexicoSolidarity (so we can repost). Please tag President López Obrador @lopezobrador_ and Attorney General Alejandro Gertz Manero @FGRMexico 
See a sample tweet below: 
In Canada, como en México, we are still waiting for the truth and for justice @lopezobrador_ @FGRMexico #Ayotzinapa5años #YoConLaVerdad #JusticiaAyotzinapa #CanadaMexicoSolidarity @AmbPierreAlarie @CanEmbMexico @EmbCanMexico pic.twitter.com/miBHnzofRP 
— Kathy Price (@KPriceAmnesty) September 3, 2019 
 
  
 
  
Organize a vigil for the 43 or an action table in your community. Arrange 43 tea lights so they make the number 43. Contact campaigner Kathy Price to obtain photos of the 43 students. Show a short video to raise awareness. Encourage others to create *43* messages and photo messages in order to support the families and their allies in Mexico as they press for action.   
 
 
If you haven’t already, be sure to sign our e-action here. 
 
 
  
  
Make a gift to support human rights today.","['Blog', 'Activism Guide']","September 4, 2019",False
0,"Take Action with Land, Water and Forest Defenders Under Increasing Attack in Latin America",Amnesty Canada (English),https://amnesty.ca/blog/blog-take-action-land-water-and-forest-defenders-under-increasing-attack-latin-america/,"From the Amazon rainforest of Ecuador and Brazil, to the watersheds of Colombia, the canyons of Mexico’s Sierra Tarahumara, across beautiful Guatemala, Honduras and beyond, Latin America is a region that is incredibly rich in biodiversity and natural resources. Amid a global climate emergency,...","From the Amazon rainforest of Ecuador and Brazil, to the watersheds of Colombia, the canyons of Mexico’s Sierra Tarahumara, across beautiful Guatemala, Honduras and beyond, Latin America is a region that is incredibly rich in biodiversity and natural resources. Amid a global climate emergency, the importance of protecting biodiversity-rich land, forests and water has become ever more urgent. 
In Latin America, as elsewhere, Indigenous peoples are leading the way, together with other determined earth defenders. They are paying a heavy price to do so, increasingly with their lives. New research suggests it is battle that has become more lethal than some war zones. 
Amnesty Canada’s campaign to defend earth defenders under attack in Latin America needs your support!  
 
 
The women earth defenders of Mujeres Amazónicas face threats and attacks on them and their families as they seek to protect the world’s largest rainforest from damage by oil companies and other resource extraction. In November, an Amnesty delegation will accompany these courageous women as they press Ecuadoran authorities for action to protect their lives and rights. Already more than 130,000 Amnesty supporters from around the world have signed petitions in support of Mujeres Amazónicas. We need to increase that number for maximum impact. 
TAKE ACTION: Before November 1st, please sign the e-action here and collect signatures on our print petition here. You can find beautiful posters of the women earth defenders of Mujeres Amazónicas for a table display by scrolling to the bottom of our Earth Defenders web page here.  
 
Threats and attacks are escalating in the Central American country of Honduras. The beloved leader Berta Cáceres was killed to silence her voice of opposition to the damming of the Gualcarque River, whose running waters are vital to the rights and lives of Lenca Indigenous People. Now Rosalina Dominguez and other earth defenders in the Lenca community of Río Blanco, who continue the struggle that Berta led, are being threatened with death by men armed with guns and machetes. Their food crops were intentionally destroyed in July. The situation is extremely dangerous. 
TAKE ACTION: As soon as possible please sign the Online Urgent Action here and share it widely.  
 
The killing of Rarámuri Indigenous earth defender Julian Carrillo in the Sierra Tarahumara last October 24 devastated a community that had already seen other leaders killed as they sought to defend land, Indigenous rights and the forests so vital to their survival. Days before he was killed, Julian had spoken out against mining concessions that would impact the environment on which his people depend. Julian’s assassination is symptomatic of an increase in deadly violence against earth defenders in Mexico who confront the environmental impacts of irresponsible resource extraction.  Mexico must act to prevent more bloodshed and uphold human rights. 
TAKE ACTION: Watch for Amnesty Canada posts on social media around the anniversary of Julian’s killing and share them. Please sign this action and collect signatures on our print petition here.  
 
Colombia has experienced a massive wave of attacks on community leaders defending land and the environment since the signing of a peace agreement three years ago. Indigenous defenders continue to bear the brunt of the violence. In August, the National Indigenous Organization of Colombia declared an emergency situation, with 94 Indigenous leaders killed in the past nine months alone . 
In November, Amnesty Canada will co-sponsor a visit organized by our colleagues at Peace Brigades International of three environmental human rights defenders who will talk about their work to stop climate change, fracking, and protect water amid ongoing violence against them. Watch our website for details of the tour and events in selected cities across Canada.  
TAKE ACTION: Please collect signatures on this print petition calling for action to stop the killings so earth defenders can continue their vital work. 
 
Guatemala is suffering a dangerous backslide in protection of human rights. People who defend their land and the right to a healthy environment are once more targets of violence, especially when they speak out against the environmental impacts of mining projects proceeding without the free, prior and informed consent of affected Indigenous peoples. 
TAKE ACTION: Please respond to the Urgent Action here for Indigenous lawyer Quelvin Jiménez, who is at serious risk following new threats and attacks in response to his work to defend the rights of the Xinca Indigenous People from mining activity in the south of Guatemala.   
Do you have creative ideas for engaging and mobilizing other activists? Would you like to be an ambassador for this campaign in your school or community? We’d love to hear from you. Contact campaigner Kathy Price.  
Check the Earth Defenders campaign page here  
  
Make a gift to support human rights today.","['Blog', 'Activism Guide']","September 4, 2019",False
0,"Take Action with Land, Water and Forest Defenders Under Increasing Attack in Latin America",Amnesty Canada (English),https://amnesty.ca/blog/take-action-with-land-water-and-forest-defenders-under-increasing-attack-in-latin-america/,"From the Amazon rainforest of Ecuador and Brazil, to the watersheds of Colombia, the canyons of Mexico’s Sierra Tarahumara, across beautiful Guatemala, Honduras and beyond, Latin America is a region that is incredibly rich in biodiversity and natural resources. Amid a global climate emergency,...","From the Amazon rainforest of Ecuador and Brazil, to the watersheds of Colombia, the canyons of Mexico’s Sierra Tarahumara, across beautiful Guatemala, Honduras and beyond, Latin America is a region that is incredibly rich in biodiversity and natural resources. Amid a global climate emergency, the importance of protecting biodiversity-rich land, forests and water has become ever more urgent. 
In Latin America, as elsewhere, Indigenous peoples are leading the way, together with other determined earth defenders. They are paying a heavy price to do so, increasingly with their lives. New research suggests it is battle that has become more lethal than some war zones. 
Amnesty Canada’s campaign to defend earth defenders under attack in Latin America needs your support!  
 
 
The women earth defenders of Mujeres Amazónicas face threats and attacks on them and their families as they seek to protect the world’s largest rainforest from damage by oil companies and other resource extraction. In November, an Amnesty delegation will accompany these courageous women as they press Ecuadoran authorities for action to protect their lives and rights. Already more than 130,000 Amnesty supporters from around the world have signed petitions in support of Mujeres Amazónicas. We need to increase that number for maximum impact. 
TAKE ACTION: Before November 1st, please sign the e-action here and collect signatures on our print petition here. You can find beautiful posters of the women earth defenders of Mujeres Amazónicas for a table display by scrolling to the bottom of our Earth Defenders web page here.  
 
Threats and attacks are escalating in the Central American country of Honduras. The beloved leader Berta Cáceres was killed to silence her voice of opposition to the damming of the Gualcarque River, whose running waters are vital to the rights and lives of Lenca Indigenous People. Now Rosalina Dominguez and other earth defenders in the Lenca community of Río Blanco, who continue the struggle that Berta led, are being threatened with death by men armed with guns and machetes. Their food crops were intentionally destroyed in July. The situation is extremely dangerous. 
TAKE ACTION: As soon as possible please sign the Online Urgent Action here and share it widely.  
 
The killing of Rarámuri Indigenous earth defender Julian Carrillo in the Sierra Tarahumara last October 24 devastated a community that had already seen other leaders killed as they sought to defend land, Indigenous rights and the forests so vital to their survival. Days before he was killed, Julian had spoken out against mining concessions that would impact the environment on which his people depend. Julian’s assassination is symptomatic of an increase in deadly violence against earth defenders in Mexico who confront the environmental impacts of irresponsible resource extraction.  Mexico must act to prevent more bloodshed and uphold human rights. 
TAKE ACTION: Watch for Amnesty Canada posts on social media around the anniversary of Julian’s killing and share them. Please sign this action and collect signatures on our print petition here.  
 
Colombia has experienced a massive wave of attacks on community leaders defending land and the environment since the signing of a peace agreement three years ago. Indigenous defenders continue to bear the brunt of the violence. In August, the National Indigenous Organization of Colombia declared an emergency situation, with 94 Indigenous leaders killed in the past nine months alone . 
In November, Amnesty Canada will co-sponsor a visit organized by our colleagues at Peace Brigades International of three environmental human rights defenders who will talk about their work to stop climate change, fracking, and protect water amid ongoing violence against them. Watch our website for details of the tour and events in selected cities across Canada.  
TAKE ACTION: Please collect signatures on this print petition calling for action to stop the killings so earth defenders can continue their vital work. 
 
Guatemala is suffering a dangerous backslide in protection of human rights. People who defend their land and the right to a healthy environment are once more targets of violence, especially when they speak out against the environmental impacts of mining projects proceeding without the free, prior and informed consent of affected Indigenous peoples. 
TAKE ACTION: Please respond to the Urgent Action here for Indigenous lawyer Quelvin Jiménez, who is at serious risk following new threats and attacks in response to his work to defend the rights of the Xinca Indigenous People from mining activity in the south of Guatemala.   
Do you have creative ideas for engaging and mobilizing other activists? Would you like to be an ambassador for this campaign in your school or community? We’d love to hear from you. Contact campaigner Kathy Price.  
Check the Earth Defenders campaign page here  
  
Make a gift to support human rights today.","['Blog', 'Activism Guide']","September 4, 2019",False
0,Hong Kong: Full investigation needed into police response to protests,Amnesty Canada (English),https://amnesty.ca/news/hong-kong-full-investigation-needed-police-response-protests/,"Responding to Hong Kong Chief Executive Carrie Lam’s announcement of an official withdrawal of the Extradition Law Amendment Bill, Man-Kei Tam, Director of Amnesty International Hong Kong, said:  “While the formal withdrawal of this dangerous bill, at long last, is welcome, this announcement...","Responding to Hong Kong Chief Executive Carrie Lam’s announcement of an official withdrawal of the Extradition Law Amendment Bill, Man-Kei Tam, Director of Amnesty International Hong Kong, said: 
“While the formal withdrawal of this dangerous bill, at long last, is welcome, this announcement cannot change the fact that the Hong Kong authorities have chosen to suppress protests in a grossly unlawful way that has seriously damaged the people’s trust and sense of legitimacy of the government.  
“A thorough and independent investigation into unnecessary and excessive use of force by police at protests is now needed more than ever. We continue to call on all governments to suspend transfers of less lethal ‘crowd control’ equipment to Hong Kong until a full investigation is carried out and adequate safeguards are put in place. 
“The problems with the Extradition Bill were clear from the start, and the Hong Kong government should have withdrawn it months ago. Instead, it chose to meet protests with tear gas and rubber bullets, inflaming tensions and leading to months of unrest. Today’s announcement is a small step in the right direction, but it will take much more to show the world that the Hong Kong authorities are truly committed to upholding human rights, and send a clear message that people in Hong Kong can still enjoy these rights irrespective of their political beliefs.” 
For more information please contact: Lucy Scholey, Media Relations, Amnesty International Canada (English branch), 613-744-7667 ext. 236 lscholey@amnesty.ca​​​​​​​ 
Make a gift to support human rights today.","['News', 'Hong Kong']","September 3, 2019",False
0,Ways to Give,Amnesty Canada (English),https://amnesty.ca/ways-to-give/,"With the world facing harrowing levels of conflict, division and inequality, it is more important than ever that we all show up together to forge a world where human rights are universally protected.",Inspection flag,,"September 2, 2019",False
0,Hong Kong: Rampaging police must be investigated,Amnesty Canada (English),https://amnesty.ca/news/hong-kong-rampaging-police-must-be-investigated/,"In response to the latest clashes between police and protesters in Hong Kong on Saturday night – which included police storming the platform of Prince Edward metro station and beating people on a train – Man-kei Tam, Director of Amnesty International Hong Kong, said: “Violence directed at...","In response to the latest clashes between police and protesters in Hong Kong on Saturday night – which included police storming the platform of Prince Edward metro station and beating people on a train – Man-kei Tam, Director of Amnesty International Hong Kong, said:
“Violence directed at police on Saturday is no excuse for officers to go on the rampage elsewhere. The horrifying scenes at Prince Edward metro station, which saw terrified bystanders caught up in the melee, fell far short of international policing standards.
“Video footage shows police stormed the train carriage and used batons to repeatedly beat people posing no threat whatsoever. Pepper spray was used in a carriage where people had no means to retreat, while medics were barred from entering the station. It is also alarming that a police officer appeared to aim a sponge grenade launcher at close range to those inside the train. Such unlawful police tactics continue to inflame rather than deescalate the situation.
“There are also serious questions surrounding the deployment of undercover officers among the protesters and whether they played any role in inciting violence.  Such officers should never act as agents provocateurs. It creates mistrust and suspicion, and sows divisions among people who have the right to assemble and associate. 
“For the first time, police used a blue dye in water cannons, which can result in large numbers of people, including bystanders and journalists, being indiscriminately marked. These tactics pose a real threat to the freedoms of expression, peaceful assembly and the right to a fair trial. The police operation on Saturday only underscores the urgent need for an independent and proper investigation into the policing of the protests.”
Note to editors
Amnesty International’s experts on the protests and the human rights situation in Hong Kong are available for interview. Please contact: 
Lucy Scholey, Media Relations, Amnesty International Canada (English branch), 613-744-7667 ext. 236 lscholey@amnesty.ca​​​​​​​ 
Make a gift to support human rights today.","['News', 'Hong Kong']","September 2, 2019",False
0,Brazil: Authorities must investigate and prosecute those responsible for destruction of the Amazon,Amnesty Canada (English),https://amnesty.ca/news/brazil-authorities-must-investigate-and-prosecute-those-responsible-destruction-amazon/,"Brazilian authorities must investigate and prosecute those responsible for starting illegal fires in the Amazon to prevent further destruction of the rainforest, Amnesty International said today as it launched an online campaign to pressure President Jair Bolsonaro and his government to step up...","Brazilian authorities must investigate and prosecute those responsible for starting illegal fires in the Amazon to prevent further destruction of the rainforest, Amnesty International said today as it launched an online campaign to pressure President Jair Bolsonaro and his government to step up protection of Indigenous territories and environmental reserves.
“The devastating fires in the Amazon are the symptom of a larger crisis of illegal deforestation and land seizures. On paper Brazil has strong laws to protect Indigenous territories and environmental reserves. Yet President Bolsonaro has actively undermined those protections, resulting in the devastation we see today,” said Kumi Naidoo, Secretary General of Amnesty International.
“While the President has now signed a decree temporarily banning fires for land clearance, this does not eliminate the potential for further fires because he has taken little action to deter or prevent the illegal deforestation and land seizures that drive them.
“The Brazilian authorities must immediately investigate and prosecute those responsible for these catastrophic fires, otherwise we will inevitably see them getting worse throughout the rest of President Bolsonaro’s time in office.”
On August 29 President Bolsonaro enacted a decree prohibiting land clearance fires for 60 days as part of the government’s response to the crisis. However, one official working for Brazil’s national environmental agency who spoke to Amnesty International on the condition of anonymity, told us he feared the decree will likely have limited effect because most of the recent fires were already prohibited by existing laws. 
According to representatives of non-governmental organizations and local officials, the people starting the fires are often individuals who are encouraged to occupy plots of land in Indigenous territories and environmental reserves by local farmers and politicians.
The conversion of forests into pasture in the Amazon often follows a pattern, whereby plots of land in the forest are identified and illegally seized, trees are cut down and cleared, then fires are lit (often repeatedly in the same area) before grass is planted and cattle eventually introduced.
Amnesty witnessed a fire raging in the Indigenous territory Manoki, in Mato Grosso state on 23 August. The burning area of the forest had been fenced off. Manoki leaders told Amnesty International that they expected the fire was intended to make pasture for grazing cattle.
Call for Brazil’s government to enforce and fund existing protections
“Sending in the military and ordering a short-term ban are only temporary fixes to a much larger problem. Beyond fighting the fires, Brazil needs to enforce its own laws, step up monitoring and patrols of illegal land seizures in protected areas and Indigenous territories, and investigate and hold those responsible for human rights abuses,” said Kumi Naidoo. 
Since April 2019 Amnesty International has visited four different Indigenous territories in Brazil’s Amazon: Karipuna and Uru-Eu-Wau-Wau in Rondônia state, Arara in Pará state, and Manoki in Mato Grosso state.
Experts and Indigenous people interviewed by Amnesty International expressed intense frustration at the lack of enforcement of Brazil’s laws to protect Indigenous territories and environmentally protected areas. They also told Amnesty International that government surveillance operations to monitor and prevent illegal land seizures and deforestation have been reduced because of budget constraints over recent months.
In the four Indigenous territories we visited, the rate of deforestation is almost 80 per cent higher than what it was over the same period in 2018. In some sites, Indigenous community leaders also reported receiving death threats for defending their traditional territories.
An official working for Brazil’s national environmental agency in Rondônia state, who spoke to Amnesty International on the condition of anonymity, explained “If we had had people to conduct inspections, the situation would have not reached this level”.
An indigenous Manoki man, who also spoke to Amnesty International on the condition of anonymity, told us “IBAMA has stopped coming. I don’t know why. We’ve prepared reports, marking the coordinates where illegal logging is taking place and sending them to IBAMA. But now they have stopped [coming]”.
Brazil’s National Indian Foundation (FUNAI) and its main environmental agency (IBAMA) face substantial budget cuts this year. According to government data, FUNAI’s expenses for the protection of Indigenous territories incurred this year until August 28th have fallen 10% over the same period in 2018. International media has reported that IBAMA’s overall budget has shrunk by 25%.
“This is both a human rights crisis and an environmental crisis,” said Kumi Naidoo. “Over the long term, strengthening the civilian authorities responsible for combatting deforestation and illegal land seizures is the only way forward.
“For the sake of the Amazon rainforest, the people who call it home, and the rest of the world that depend on it for our climate’s stability, Brazil must do more to combat illegal land seizures and deforestation.”
****************************************
For more information or to arrange an interview please contact: 
Lucy Scholey, Media Relations, Amnesty International Canada (English branch), 613-744-7667 ext. 236 lscholey@amnesty.ca​​​​​​​ 
Make a gift to support human rights today.","['News', 'Brazil']","September 2, 2019",False
0,Featured Campaign,Amnesty Canada (English),https://amnesty.ca/what-we-do/featured-campaign/,Lucas ipsum dolor sit amet darth obi-wan darth r2-d2 yavin solo leia hutt hutt luuke. Kenobi greedo solo yoda dooku padmé antilles. Droid moff mandalore grievous. Skywalker moff hutt skywalker darth jabba dooku. Skywalker organa lobot lando secura jawa. Skywalker antilles c-3p0 calamari. Watto...,Inspection flag,,"September 1, 2019",False
0,Does Canada’s new impact assessment legislation protect human rights?,Amnesty Canada (English),https://amnesty.ca/blog/womens-human-rights/blog-does-canadas-new-impact-assessment-legislation-protect-human-rights/,"This week, new legislation entered in force overhauling the federal government’s system to assess and approve large-scale resource development projects like mines and dams. How does the new legislation affect human rights? Under the old legislation (the Canadian Environmental Assessment Act,...","This week, new legislation entered in force overhauling the federal government’s system to assess and approve large-scale resource development projects like mines and dams. How does the new legislation affect human rights? 
Under the old legislation (the Canadian Environmental Assessment Act, 2012, or CEAA 2012), there was a list of types of projects that were subject to federal assessment in a process with few opportunities for public input. Harmful environmental impacts of individual projects were assessed, and decisions on whether or how the project would proceed were based on whether the project was likely to create significant adverse environmental impacts. However, an environmental assessment recommendation to halt or proceed with a project could be overturned by the federal cabinet, with little explanation or transparency, if the project was deemed to be in the public interest. This is exactly what happened when cabinet approved the Site C dam. 
Here’s the thing – resource development projects don’t just adversely affect the environment. They also have a significant impact on the human rights of people living in that environment. For example, there is ample evidence that large-scale resource development projects, particularly those dependent on large numbers of temporary workers, can have harmful impacts on women and girls, and on Indigenous women and girls in particular. The impacts range from increased exposure to risks of violence, to decreased access to strained social services. Amnesty International documented many of these impacts in a 2016 report titled “Out of Sight, Out of Mind: Gender, Indigenous Rights and Energy Development in Northeast British Columbia, Canada.” 
Under CEAA 2012, the government of Canada irresponsibly ignored these impacts. At a time when awareness of the human rights crisis of missing and murdered Indigenous women, girls, and two-spirit people was growing, Canada’s environmental assessment process failed to identify and mitigate resource sector-related risks to the safety and security of Indigenous women, girls and two-spirit people. By doing so, unacceptable risks to the lives of Indigenous women, girls, and two-spirit people were compounded. 
This is precisely why Amnesty International has long been calling for gender-based analysis to be included in the assessment process for resource development projects. This is why we were a witness before the Senate committee studying Bill C-69, and this is why we made written submissions to the House of Commons and Senate Committees reviewing the bill, and engaged in advocacy alongside partners in support of the legislation. 
Ultimately, this is why we welcomed Bill C-69, the Impact Assessment Act, which entered into force on August 28. 
The Impact Assessment Act creates an assessment framework that isn’t perfect, but it is much stronger than CEAA 2012. It calls for assessment of the positive and negative impacts of a project on both the environment and the people living near project sites and host communities. Critically, the Act mandates gender-based analysis in the assessment process, ensuring that future assessments will consider how social, economic, health, and environmental impacts may be different for people of different genders. Recognizing that the cumulative impacts of projects in a given region may be greater than the impact of individual project footprints, the Act does include a mechanism for regional cumulative impact assessments. The Act also mandates more robust and early public engagement in the planning phase of projects, which is critical to early identification of anticipated human rights impacts of a project on communities. 
With the new Act now in force, three areas remain of great concern from a human rights perspective: 
So, at the end fo the day, does the new Impact Assessment Act protect human rights? It has the potential to have some impact, if fully implemented, and it sets a positive example for provinces and territories who have not yet mandated gender-based analysis in the assessment process. 
The Impact Assessment Act has great potential to make a significant positive impact on the human rights of people living in or near resource sector host communities. But, the devil is always in the details. Ministerial discretion to ignore the outcome of assessments, the limited number of projects subject to federal assessment, and unknowns about how meaningful and robust public participation in the assessment process will be once it is rolled out, could severely limit the impact of the legislation. 
Is our job as human rights advocates done now that the new Act has entered into force? No. In fact, in many ways it is just beginning. Monitoring of implementation and encouraging gender-based analysis in provincial and territorial assessment processes will be critical to ensuring that pressing human rights concerns including those identified in Amnesty International’s research, are acknowledged and meaningfully and concretely addressed. 
If you would like to know more about the Impact Assessment Act and how it may apply to projects proposed in or near your community, please read this excellent briefing note on the Impact Assessment Act, prepared by the Canadian Environmental Law Association. 
Make a gift to support human rights today.","[""Women's Human Rights"", 'Indigenous Peoples']","August 30, 2019",False
