,Title,Source,Link,Excerpt,RawText,Tags,Date,PDF
0,Stocks and Securities,Amnesty Canada (English),https://amnesty.ca/ways-to-give/stocks-and-securities/,Making a gift of publicly-listed securities such as stocks or mutual fund units to Amnesty International can offer an attractive investment in a better future for people everywhere. There are now significant tax advantages in donating your shares in stocks or options directly to a charity like...,Inspection flag,,"October 2, 2019",False
0,Urgent Action Network,Amnesty Canada (English),https://amnesty.ca/what-you-can-do/urgent-action-network/,"When an individual is in immediate danger as a result of the violation of a basic human right, Amnesty International can launch an Urgent Action to protect them. The massive number of appeals from concerned people around the world pressures the authorities to right the wrong.",Inspection flag,,"October 2, 2019",False
0,Local Groups,Amnesty Canada (English),https://amnesty.ca/what-you-can-do/local-groups/,"Click here to view the full map of Amnesty Community Groups, Fieldworkers, Coordinators and Student Groups across Canada Find a Group, Fieldworker or Coordinator Near You If your browser is unable to render the map above, click here. If you’d prefer a listing of groups, click here.",Inspection flag,,"October 2, 2019",False
0,Death Penalty,Amnesty Canada (English),https://amnesty.ca/what-we-do/death-penalty/,These rights are fundamental rights enshrined in the United Nations Universal Declaration of Human Rights. However in practice the death penalty regularly violates many other human rights: The death penalty disproportionately affects the poor The death penalty disproportionately affects visible...,Inspection flag,,"October 2, 2019",False
0,International Rights,Amnesty Canada (English),https://amnesty.ca/what-we-do/international-rights/,"But two in particular stand out: a lack of political will to investigate and prosecute people suspected of committing crimes, and weak criminal justice systems.",Inspection flag,,"October 2, 2019",False
0,Women’s Human Rights,Amnesty Canada (English),https://amnesty.ca/what-we-do/womens-human-rights/,Learn more about women’s rights and COVID-19.,Inspection flag,,"October 2, 2019",False
0,Arms Trade,Amnesty Canada (English),https://amnesty.ca/what-we-do/arms-trade/,"The majority of casualties in armed conflict are civilians. Weapons such as missiles destroy hospitals, homes, markets and transport systems, pushing survivors into poverty. For every person who is killed in armed conflict and armed violence, many more are injured, tortured, abused, or kidnapped at...",Inspection flag,,"October 2, 2019",False
0,Brazil: Authorities make progress in Marielle Franco investigation but must fully resolve the case,Amnesty Canada (English),https://amnesty.ca/news/brazil-authorities-make-progress-marielle-franco-investigation-must-fully-resolve-case/,"In response to the operation by the Civil Police and the Rio de Janeiro Public Prosecutor’s Office that resulted in the arrest of four people and a warrant being issued against former Military Police Ronnie Lessa, who is already in prison accused of carrying out the killing of human rights...","In response to the operation by the Civil Police and the Rio de Janeiro Public Prosecutor’s Office that resulted in the arrest of four people and a warrant being issued against former Military Police Ronnie Lessa, who is already in prison accused of carrying out the killing of human rights defender Marielle Franco and her driver Anderson Silva, Jurema Werneck, executive director of Amnesty International Brazil, said:
“We are struck by the existence of a network of people involved in the killing of a human rights defender such as Marielle Franco, who worked for the common good, to benefit the citizens of Rio de Janeiro. We continue to follow the development of the investigations and remain deeply concerned about the delay in identifying who ordered the crime. We hope that everyone involved in the killing will be identified and brought to justice.”
“We believe this stage of the investigation is crucial in terms of clarifying this brutal crime and we hope that these people will have access to due process in fair and expeditious proceedings. We remain committed to Marielle’s family, Brazilian society and the global community as they demand answers to the question: ‘who ordered Marielle killed and why?’”
“We demand justice in this emblematic case of the killing of a human rights defender who has always fought for the most vulnerable and was killed while serving her term as city councilor, for which she was democratically elected. The message is clear: no human rights defender is safe in Brazil as long as this case remains unpunished. Marielle’s case shows us the importance of protecting the human rights defenders in this country who fight daily and unfailingly for a more just and egalitarian world.”
In September, Amnesty International sent letters to the Rio de Janeiro Public Prosecution Service and state governor Wilson Witzel, demanding the resolution of the case 18 months after the killing of Marielle and Anderson. Last week, the Rio de Janeiro Public Prosecutor’s Office responded, saying Amnesty International’s letter will be incorporated into the case file to show the international repercussion of the crime, which highlights the importance of continued mobilization around the case.
In March 2019, Amnesty International delivered a petition to the Governor of Rio de Janeiro and State Attorney General Eduardo Gussem with 780,000 signatures from people around the world asking for justice for Marielle.
There is another petition on the Amnesty International Brazil website calling for further investigations until all those involved in the killing are identified and brought to justice. The current petition has already collected more than 80,000 signatures.
For more information or to arrange an interview, contact Lucy Scholey, Media Relations, Amnesty International Canada (English branch), 613-744-7667 ext. 236, lscholey@amnesty.ca
Read more:
Brazil: 18 months on, authorities must not let Marielle Franco killing remain unsolved (News, 12 September 2019)
https://www.amnesty.org/en/latest/news/2019/09/brazil-authorities-must-solve-marielle-franco-killing/
Brazil: Arrests are first sign of progress in investigation into killing of Marielle Franco (News, 12 March 2019)
https://www.amnesty.org/en/latest/news/2019/03/brazil-arrests-are-first-sign-of-progress-in-investigation-into-killing-of-marielle-franco/
Brazil: After a year of impunity, authorities must bring Marielle Franco’s killers to justice (News, 11 March 2019)
https://www.amnesty.org/en/latest/news/2019/03/brazil-after-a-year-of-impunity-authorities-must-bring-marielle-francos-killers-to-justice/ 
Make a gift to support human rights today.","['News', 'Brazil']","October 2, 2019",False
0,Surveillance and Security,Amnesty Canada (English),https://amnesty.ca/what-we-do/international-human-rights-principles/,"Government actions must conform with international human rights law including protections against torture, and arbitrary arrest and detention.",Inspection flag,,"October 2, 2019",False
0,Federal Parties Respond to Amnesty’s Top 10 Election Asks,Amnesty Canada (English),https://amnesty.ca/blog/blog-federal-parties-respond-amnestys-top-10-election-asks/,"Amnesty International has put forward our Top 10 Election Asks for the 2019 Federal Election.  We asked all the major federal parties for their positions on our election asks and sought their unequivocal support for human rights this election. To date, we have not received a response from the...","Amnesty International has put forward our Top 10 Election Asks for the 2019 Federal Election.  
We asked all the major federal parties for their positions on our election asks and sought their unequivocal support for human rights this election. 
To date, we have not received a response from the Conservative Party of Canada, the People’s Party of Canada, or the Bloq Québécois.  
To join us in making human rights an election issue, register now.  
>>> Green Party of Canada  
>>> New Democratic Party of Canada 
>>> Liberal Party of Canada  
Make a gift to support human rights today.",['Blog'],"October 2, 2019",False
