,Title,Source,Link,Excerpt,RawText,Tags,Date,PDF
0,Sri Lanka: UN High Commissioner for Human Rights’ report must be implemented,Amnesty Canada (English),https://amnesty.ca/uncategorized/sri-lanka-un-high-commissioner-for-human-rights-report-must-be-implemented/,"Responding to the publication of the United Nations Office of the High Commissioner for Human Rights’ report on ‘Promoting reconciliation, accountability and human rights in Sri Lanka’, Amnesty International’s South Asia Researcher, Thyagi Ruwanpathirana, said: “The report importantly...","Responding to the publication of the United Nations Office of the High Commissioner for Human Rights’ report on ‘Promoting reconciliation, accountability and human rights in Sri Lanka’, Amnesty International’s South Asia Researcher, Thyagi Ruwanpathirana, said:
“The report importantly stresses the need to press ahead with truth, justice, reparations and guarantees of non-recurrence in Sri Lanka. The Sri Lankan government should implement the report’s recommendations in full, in line with the commitments already made in the UN Human Rights Council resolution 30/1. As the High Commissioner has noted, slow progress on these commitments has resulted in few concrete results.
“Amnesty International also calls on the UN Human Rights Council to welcome the High Commissioner’s report and keep the situation in Sri Lanka on its agenda. The council should also reaffirm its support for Resolution 30/1, ensure the Office of the High Commissioner continues to monitor progress on commitments, and urge the Sri Lankan government to meet those commitments in a time-bound manner.”
 
For further information, please contact Elizabeth Berton-Hunter, Media Relations 416-363-9933 ext 332 bberton-hunter@amnesty.ca
  
Make a gift to support human rights today.",['Sri Lanka'],"March 8, 2019",False
0,Syria: Women must play active role in shaping the country’s future,Amnesty Canada (English),https://amnesty.ca/news/syria-women-must-play-active-role-in-shaping-the-countrys-future/,"Syrian women must have an official and active role in shaping the country’s future Amnesty International said today, as it launched a new campaign highlighting the gender-based violations women have experienced during the conflict and the failure to include them in discussions and decision-making...","Syrian women must have an official and active role in shaping the country’s future Amnesty International said today, as it launched a new campaign highlighting the gender-based violations women have experienced during the conflict and the failure to include them in discussions and decision-making about the future.
The campaign Unheard No More: Syrian women shaping Syria’s future illustrates how since the beginning of the Syrian crisis in 2011, women have been subjected to multiple violations and abuses including arbitrary detention, enforced disappearance, abduction and gender-based violence at the hands of the Syrian authorities and other parties involved in the conflict.
The new campaign, being launched on International Women’s Day, invites members of the public to send Syrian women a message of solidarity calling for equal and effective representation in the political process. The campaign aims to amplify the voices of women playing crucial roles as active members of Syrian society by becoming activists, peaceful protestors, organizers of humanitarian relief and founders of organizations and community centres.
“Eight years since the start of the crisis, Syrian women have suffered tremendously over the course of the conflict, yet they’ve not given up and have instead become brave everyday heroes. They are political activists and they report abuses committed by those in power. Many of these women are the sole providers for their families and risk their own lives speaking up,” said Samah Hadid, Amnesty International’s Middle East Campaigns Director.
“Women’s participation in political processes is fundamental for achieving gender equality and human rights for all. The international community, especially Iran, Turkey and Russia, must pressure the Syrian government and armed opposition groups to end sexual and other gender-based violence and discrimination. They must also consult with women and ensure that they are represented effectively in peace talks, negotiations, the drafting of the constitution and other peace-building processes.”
Amnesty International interviewed 12 women activists who fled the Syrian conflict and sought safety in neighbouring countries and elsewhere. The women told the organization how they were arbitrarily detained, abducted and held in poor conditions with limited access to basic services. They also talked about how they were shunned by their families after their release and how they were harassed and received death threats for their humanitarian and political activism, as well as for trying to find out the fate of loved ones who had been forcibly disappeared or abducted. 
“Syrian women must be included in discussions about the past and future of their country, at the local, regional and international level. Ending gender-based discrimination is crucial to ensure accountability and a just society in Syria,” said Samah Hadid.
The women Amnesty International spoke to expressed concern over being under-represented in the decision-making process about Syria’s future. They said that in some instances, only women representing the government or opposition had been included in those discussions.
Background
Since 2011, Amnesty International has documented gender-based violations against women carried out by the Syrian government and armed opposition groups.
The organization’s findings show that women detained by the Syrian authorities have been subjected to invasive security checks upon arrival at detention centres, in some cases, amounting to rape. Women in detention reported either witnessing or having been subjected to sexual harassment or assault by guards. Women were also detained alongside male detainees and watched over by male guards. They also were denied access to medical treatment for chronic illnesses.
Amnesty International has also documented how armed groups in Idlib and Aleppo violated international humanitarian law by abducting women and forcing them to work in kitchens in informal detention centres run by armed groups. They have also been subjected to corporal punishment, such as stoning and flogging including for alleged offences such as sexual intercourse outside marriage.
For more information please contact: Lucy Scholey, Amnesty International Canada (English): + 613-744-7667 ext. 236; lscholey@amnesty.ca  
Make a gift to support human rights today.","['News', 'Syria']","March 7, 2019",False
0,Afghanistan: Women will be silent no more,Amnesty Canada (English),https://amnesty.ca/news/afghanistan-women-will-be-silent-no-more/,"Afghan women must have a say in the future of their country, Amnesty International said today, as the human rights organization unveiled a mural in Kabul celebrating their tremendous achievements. As part of Amnesty International’s BRAVE campaign to promote the rights of human rights defenders,...","Afghan women must have a say in the future of their country, Amnesty International said today, as the human rights organization unveiled a mural in Kabul celebrating their tremendous achievements.
As part of Amnesty International’s BRAVE campaign to promote the rights of human rights defenders, the mural depicts Afghan women protesting for their rights, demanding equality, and raising their voices for justice.
This is the second mural that Amnesty International has unveiled in Kabul as part of its BRAVE, or “Shuja” (in Dari) campaign. The first mural was consecrated to the memory of journalists who have been killed doing their jobs, depicting the famous Afghan photographer Shah Marai of Agence France Presse holding a camera.
“Afghan women are famous for their resolve and we are celebrating that this Women’s Day. Despite more than 17 years of conflict, they have made remarkable strides. They are lawyers, doctors, judges, teachers, engineers, athletes, activists, politicians, journalists, bureaucrats, run their own businesses and are in the ranks of the military and police,” said Samira Hamidi, South Asia campaigner at Amnesty International.
“These hard-won advances must not be rolled back at any cost. Women have been at the forefront of the calls for peace in Afghanistan. But there can be no peace process worthy of the name that excludes women or compromises on their rights. Afghan women cannot be ignored or silenced.”
Important human rights gains
Under Taliban rule, women’s rights were violated with impunity. Women were not allowed to freely exercise their human rights, including the rights to freedom of movement, to education, and to work.
Now, there is a dedicated Ministry of Women’s Affairs, with departments throughout the country at provincial levels. Afghanistan also has an Independent Human Rights Commission chaired by a renowned woman human rights defender, Sima Samar. And women constitute 27 per cent each of parliament and the civil service.
In 2009, Afghanistan passed the law on Elimination of Violence Against Women, after a hard-fought struggle led by women human rights defenders. The law, which fell into disuse after parts of it were absorbed into Afghanistan’s revised Penal Code, was reaffirmed by President Ashraf Ghani in March 2018.
Enduring challenges
These impressive gains notwithstanding, Afghan women continue to endure great challenges when it comes to their human rights.
In 2018, Afghanistan suffered the highest number of civilian casualties since the United Nations Assistance Mission in Afghanistan (UNAMA) began recording figures. There were 3,804 deaths and 7,189 people were injured. One in ten civilian casualties were women.
Women continue to face other forms of violence and abuse. As a UNAMA report in 2018 found, there are dismayingly few prosecutions of violent crimes against women. More than half of the 237 cases monitored by UNAMA between 2015 and 2017 were instead referred for ‘mediation’ in violation of the Elimination of Violence Against Women law.
The UNAMA report also found that in 280 murders of women, there were convictions in a mere 50 cases. Most of the cases were not even heard by the courts.
In December 2018, members of Afghanistan’s women’s football team came forward to speak out against the sexual assault and harassment they suffered. At the time, Hafizullah Rahimi, the head of Afghanistan’s Olympic committee, acknowledged: “Sexual abuse does exist, not only within the Football Federation but in other sports federations as well. We have to fight it.” An investigation is currently underway.
Since peace talks between the USA and the Taliban have begun, there has been extremely limited participation of women and no serious discussion on women’s rights.
“It is crucial that Afghanistan builds on the limited but important gains made on women’s rights so that we are able to confront the many challenges that remain. The international community must stand with Afghan women at this crucial time,” said Samira Hamidi.
For more information please contact: Lucy Scholey, Amnesty International Canada (English): + 613-744-7667 ext. 236; lscholey@amnesty.ca  
Make a gift to support human rights today.","['News', 'Afghanistan']","March 7, 2019",False
0,TRUMP ADMINISTRATION MAKES SHAMEFUL DECISION TO SHROUD CIVILIAN CASUALTIES IN SECRECY,Amnesty Canada (English),https://amnesty.ca/news/trump-administration-makes-shameful-decision-to-shroud-civilian-casualties-in-secrecy/,"Reacting to news that the Trump administration has revoked a part of an Obama executive order requiring reporting on civilian casualties, Daphne Eviatar, Amnesty International USA’s Director of Security with Human Rights stated: “This is a shameful decision that will shroud this...","Reacting to news that the Trump administration has revoked a part of an Obama executive order requiring reporting on civilian casualties, Daphne Eviatar, Amnesty International USA’s Director of Security with Human Rights stated:
“This is a shameful decision that will shroud this administration’s actions in even more secrecy with little accountability for its victims.
“The public deserves to know how many civilians are killed by U.S. actions. This is an unconscionable decision and in complete disregard of fundamental human rights.
“It is incomprehensible that this vital work will be left only to human rights organizations such as ours.”
Background
In 2016, Amnesty International USA spoke out on the Obama-era policy documenting standards for airstrikes, when they were first announced, calling for more transparency and accountability.
On June 6, 2018 Amnesty International published a report on air strikes in Raqqa, Syria documenting gaping holes in the US-led Coalition’s insistence that their forces did enough to minimize civilian harm, providing a strong prima facie case that many Coalition attacks that killed and injured civilians and destroyed homes and infrastructure violated international humanitarian law. 
Make a gift to support human rights today.","['News', 'USA']","March 7, 2019",False
0,Egypt: Forcibly disappeared transgender woman at risk of sexual violence and torture,Amnesty Canada (English),https://amnesty.ca/news/egypt-forcibly-disappeared-transgender-woman-at-risk-of-sexual-violence-and-torture/,"Update: On 7 March Malak al-Kashef appeared in front of a Supreme State Security Prosecutor, who ordered her detention for 15 days pending investigations for “aiding a terrorist organization” and “misusing social media to commit a crime punishable by law”. The police then took her to an...","Update:
On 7 March Malak al-Kashef appeared in front of a Supreme State Security Prosecutor, who ordered her detention for 15 days pending investigations for “aiding a terrorist organization” and “misusing social media to commit a crime punishable by law”. The police then took her to an undisclosed location, where they detained her incommunicado until 10 March, when her lawyer was able to confirm that the police is detaining her in solitary confinement at al-Haram police station in Giza. Her detention is up for renewal again on 19 March, when the prosecutor will decide whether to release her or extend her detention.
 *****
Fears are growing for the safety and wellbeing of Malak al-Kashef, a transgender woman seized during a police raid from her home in Giza in the early hours of 6 March and who has not been heard from since, Amnesty International said.
Malak al-Kashef was taken by police to an undisclosed location. Her lawyers have not been able to locate her and police stations have denied she is in their custody.
“There are real fears for the physical safety and psychological wellbeing of Malak al-Kashef. Egyptian authorities have a horrific track record of persecuting people based on their sexual orientation and gender identity, including through carrying out forced anal examinations which amount to torture,” said Magdalena Mughrabi, Deputy Middle East and North Africa Director at Amnesty International.
Amnesty International believes that Malak’s arrest relates to her calls for peaceful protests following a major train crash in Cairo’s central train station on 27 February that killed at least 25 people.
“Malak al-Kashef appears to have been detained solely for peacefully exercising her rights to freedom of expression and peaceful assembly. Instead of holding her in an undisclosed location, the authorities should release her immediately and unconditionally,” said Magdalena Mughrabi.
“Due to her gender identity, Malak is at increased risk of torture by the police, including rape and sexual violence, as well as assault by other detainees. The Egyptian authorities are responsible for her physical and psychological safety. They must immediately reveal her whereabouts, and pending her immediate and unconditional release, ensure that she is protected from torture and other abuses.”
Dozens of people have been arrested in recent days over anti-government protests relating to last week’s train crash that killed at least 25 people and injured many others. At least 32 people remain in pre-trial detention over unfounded charges relating to the peaceful expression of their opinions.
Malak al-Kashef is a transgender woman who is undergoing gender affirming surgery. However, she has not yet managed to have her gender identity officially recognized and is therefore registered as male in official documents. Her lawyers have sent appeals to the office of the Public Prosecutor and the Minister of Interior asking about her whereabouts.
In recent years, Egypt’s authorities have waged a sinister campaign targeting LGBTI people and carried out dozens of arrests and forced anal examinations in blatant violation of international law. 
For more information please contact:
Lucy Scholey, Amnesty International Canada (English): + 613-744-7667 ext. 236; lscholey@amnesty.ca  
Make a gift to support human rights today.","['News', 'Egypt']","March 7, 2019",False
0,Thailand: Decision to dissolve political party shows restrictive environment for human rights,Amnesty Canada (English),https://amnesty.ca/news/thailand-decision-to-dissolve-political-party-shows-restrictive-environment-for-human-rights/,"Responding to news that the Constitutional Court has ruled on the request to dissolve the Thai Raksa Chart Party, Katherine Gerson, Amnesty International’s Thailand campaigner said: “This decision highlights the Thai authorities’ abuse of judicial powers to restrict the peaceful association...","Responding to news that the Constitutional Court has ruled on the request to dissolve the Thai Raksa Chart Party, Katherine Gerson, Amnesty International’s Thailand campaigner said:
“This decision highlights the Thai authorities’ abuse of judicial powers to restrict the peaceful association and expression of the political opposition. This far-reaching measure raises strong concerns about the human rights to freedom of association and expression in the period leading to the elections.
“We call on the military government and all election candidates to commit to protecting these fundamental rights during the elections – and for the next government to undertake deep reforms to end the continued decline in human rights protections. 
“Serious human rights violations have flourished in Thailand’s past decade of political instability, including these last four years of military rule. Sweeping and vaguely worded legal restrictions, including a ban on meetings of five or more persons for ‘political’ purposes, have facilitated a wide-ranging attack on political opponents and civil society.”
Background
The Constitutional Court today ruled that the Thai Raksa Chart Party should be dissolved. It determined that the party’s nomination of Thun Kramom Ying Ubolratana Rajakanya was ‘hostile to the constitutional monarchy’ and in breach of the Political Parties Act 2017. It also ruled that the party executives should be banned from competing in elections for 10 years.
Ahead of the elections scheduled for 24 March 2019, Amnesty International has put forward a Human Rights Agenda which outlines nine top human rights issues that parliamentary candidates, and those elected to the next government, must prioritize. These include the rights to freedom from torture and enforced disappearance, freedom of expression, freedom of assembly and association, and the right to privacy in the design of cybersecurity measures.
The Human Rights Agenda is available here. 
Make a gift to support human rights today.","['News', 'Thailand']","March 7, 2019",False
0,South Sudan: Government summoned before regional court in step towards justice,Amnesty Canada (English),https://amnesty.ca/news/south-sudan-government-summoned-before-regional-court-in-step-towards-justice/,"In a positive development, the Government of South Sudan has been summoned to appear before the East African Court of Justice (EACJ) on 25 March 2019 over the arbitrary arrest and detention of businessman and philanthropist Kerbino Agok Wol. The South Sudanese government, and particularly its...","In a positive development, the Government of South Sudan has been summoned to appear before the East African Court of Justice (EACJ) on 25 March 2019 over the arbitrary arrest and detention of businessman and philanthropist Kerbino Agok Wol.
The South Sudanese government, and particularly its National Security Service (NSS), is allegedly responsible for widespread human rights violations including arbitrary arrest and detention, and torture and ill-treatment in detention, which are committed with rampant impunity.
This is the first time ever that the South Sudan government has been taken to the regional court for human rights violations committed by the NSS.
“Amnesty International welcomes this judicial development which offers a ray of hope for the people of South Sudan who have endured seemingly endless human rights violations and abuses with no justice in sight until now,” said Seif Magango, Amnesty International’s Deputy Director for East Africa, the Horn and the Great Lakes.
On 6 March, the East African Court of Justice sitting in Arusha, Tanzania, upon hearing an application by the Pan-African Lawyers Union (PALU), summoned South Sudan’s Advocate-General to appear before it on 25 March.
He will be required to explain why Kerbino has still not been presented before a competent and impartial court, 10 months after his arrest on 27 April 2018. He will also have to explain why the authorities froze Kerbino’s assets and closed his bank accounts, and why he was not granted formal access to his family, doctors and lawyers.
Kerbino Wol was arbitrarily arrested and detained without charge after presenting himself to the NSS in response to the security agency’s summons. He was initially detained at the Blue House detention centre, which is notorious for torture and other ill-treatment.
Following a riot at the Blue House detention centre on 7 October 2018, he was reportedly put under solitary confinement, after which his health seriously deteriorated, Amnesty International has confirmed.
Several days after the riot, the authorities seized Kerbino properties and froze his personal and business bank accounts.
“This court decision could open up a much-needed alternative pathway for justice for victims of human rights violations in South Sudan because the national justice system has failed dismally,” said Seif Magango.
“The government of South Sudan must see this as a wake-up call and reform its national justice system and take its obligation to investigate and prosecute alleged human rights violations seriously.”
Background
Kerbino Wol is one of hundreds of people illegally arrested and detained without charge by South Sudanese authorities for months, sometimes even years. Yet the release of detainees is a key pillar of the September 2018 peace agreement. While a few detainees have been released, many remain locked up, and arbitrary arrests by the NSS continue with impunity.
For more information or to arrange an interview contact Lucy Scholey, Amnesty International Canada (English): + 613-744-7667 ext. 236; lscholey@amnesty.ca  
Make a gift to support human rights today.","['News', 'South Sudan']","March 7, 2019",False
0,UN member states must demand release of women human rights defenders in Saudi Arabia,Amnesty Canada (English),https://amnesty.ca/news/un-member-states-must-demand-release-of-women-human-rights-defenders-in-saudi-arabia/,"States should take a clear stand against human rights violations in Saudi Arabia by joining a UN Human Rights Council statement addressing the government’s crackdown on peaceful activists, including a group of detained women human rights defenders known to have been tortured and sexually abused,...","States should take a clear stand against human rights violations in Saudi Arabia by joining a UN Human Rights Council statement addressing the government’s crackdown on peaceful activists, including a group of detained women human rights defenders known to have been tortured and sexually abused, said Amnesty International.
The crucial statement, due to be delivered at a Human Rights Council session on Thursday, is expected to address Saudi Arabia’s use of counter-terrorism legislation to persecute people peacefully exercising their right to freedom of expression and assembly, and the killing of Jamal Khashoggi.
“This initiative at the UN Human Rights Council offers a rare opportunity for states to take a strong public stand against the catalogue of human rights violations by the government of Saudi Arabia.  States who stay silent risk abdicating responsibility at a crucial moment and sending a dangerous message that Saudi Arabia can continue to commit egregious abuses without being held to account,” said Heba Morayef, Amnesty International’s Regional Director for the Middle East and North Africa.
“States, including key allies of Saudi Arabia, must use the joint statement to demand the immediate and unconditional release of the group of detained women human rights defenders and all others who have been detained solely for their criticism of the government.”
As a member of the Human Rights Council, Saudi Arabia is required to uphold the highest standards in the promotion and protection of human rights. Yet the government has consistently failed to implement key recommendations to address its dire human rights record.
Last week, Saudi Arabia’s Public Prosecution announced that it had concluded its investigations into the cases of a group of human rights defenders, including women activists, who have been detained without charge since May 2018, announcing they will soon face charges and be referred to court.
The charges listed by the prosecutor are the same as those the prosecution said several women human rights defenders confessed to last year. At least 10 human rights defenders, including several of the women activists were tortured including by being sexually abused and subjected to other forms of ill-treatment during the first three months of their detention last year. The activists were detained incommunicado during that period, with no access to their family or lawyers. Women human rights defenders detained in Saudi Arabia last year include Loujain al-Hathloul, Eman al-Nafjan, Aziza al-Yousef, Samar Badawi, Nassima al-Sada, Shadan al-Anezi and Nouf Abdulaziz.
Saudi Arabia’s authorities have repeatedly denied that any of the activists were tortured.
“The Saudi Arabian authorities have an abysmal track record when it comes to fair trials. Pending their release, Saudi Arabia must urgently grant independent monitoring bodies immediate and unfettered access to the detained activists to investigate these shocking torture allegations,” said Heba Morayef.
The killing of journalist Jamal Khashoggi is another emblematic example of the extreme lengths to which the Saudi Arabian authorities have been prepared to go to crush peaceful dissent.
The government of Saudi Arabia has also severely restricted freedom of expression, association and peaceful assembly, detained human rights defenders, religious clerics and critics and called for the execution of activists and religious clerics facing grossly unfair trials. Despite limited reforms, women continue to face systemic discrimination in law and practice under the repressive guardianship system.
“The international community has a duty to hold Saudi Arabia to account for its grim human rights record. Human Right Council members have a particular responsibility to take strong and collective action as a first step towards accountability for Saudi Arabia’s litany of appalling abuses,” said Heba Morayef.
 
For more information, please contact Lucy Scholey, Media Relations (613) 744-7667 ext 26 lscholey@amnesty.ca
  
Make a gift to support human rights today.","['News', 'Saudi Arabia']","March 6, 2019",False
0,"Egypt: Activists, government critics hit by wave of digital attacks",Amnesty Canada (English),https://amnesty.ca/uncategorized/egypt-activists-government-critics-hit-by-wave-of-digital-attacks/,"An investigation by Amnesty International has revealed that dozens of Egyptian human rights defenders have been targeted by phishing attacks since the beginning of this year, putting them in grave danger amid Abdelfattah al-Sisi’s government’s intensifying crackdown on dissent. Since January...","An investigation by Amnesty International has revealed that dozens of Egyptian human rights defenders have been targeted by phishing attacks since the beginning of this year, putting them in grave danger amid Abdelfattah al-Sisi’s government’s intensifying crackdown on dissent.
Since January 2019 Amnesty Tech has analyzed dozens of suspicious emails sent to Egyptian human rights defenders, journalists and NGOs. The organization found that the emails used a technique known as OAuth Phishing to gain access to private accounts, and that attacks spiked during key political moments such as the anniversary of Egypt’s uprising on 25 January. 
“These digital attacks appear to be part of a sustained campaign to intimidate and silence critics of the Egyptian government. Over the past year Egyptian human rights defenders have faced an unprecedented assault from the authorities, risking arrest and imprisonment whenever they speak out, and these chilling attempts to target them online pose yet another threat to their vital work,” said Ramy Raoof, Tactical Technologist at Amnesty Tech.
“President al-Sisi’s government’s crackdown on freedom of expression is growing worse by the day, and it is more important than ever that human rights defenders can communicate online without fear of reprisal. There are strong indications that the Egyptian authorities are behind these attacks. We are calling on them to stop their relentless attack on human rights defenders and respect the rights to privacy, freedom of expression and association.”
The digital attacks documented by Amnesty International occurred between 18 January and 13 February 2019. OAuth Phishing is a technique which abuses a legitimate feature of many online service providers that allows third-party applications to gain access to an account. For example, an external calendar application might request access to a user’s email account to add upcoming events or flight times. With OAuth Phishing, attackers craft malicious third-party applications that trick targets into giving them access to their accounts. 
Amnesty International has released a detailed analysis of these attacks as well as information on how to protect against this kind of phishing.
Attacks coinciding with political events
The attacks documented by Amnesty International coincided with a number of important events that took place in Egypt at the start of this year. In the run-up to the eighth anniversary of Egypt’s 25 January uprising, Amnesty International recorded 11 phishing attacks against NGOs and media outlets. There was another burst of attacks during French President Emmanuel Macron’s visit to Cairo to meet with President al-Sisi on 28 and 29 January. The attacks peaked on 29 January, the day that President Macron met with human rights defenders from four prominent Egyptian NGOs. Later, in the first week of February, several media organizations were targeted, many of whom were reporting on the process of amending the Egyptian Constitution that had just started.
In recent years the Egyptian authorities have ramped up harassment of civil society through a repressive law imposing harsh restrictions on NGOs, and have launched criminal investigations against dozens of human rights defenders and NGO staff for “receiving foreign funding”. Investigative judges have also ordered a travel ban against at least 31 NGO staff, and asset freezes of 10 individuals and seven organizations. Dozens of human rights defenders are being held in lengthy pre-trial detention on absurd charges.
The selective targeting of human rights defenders and the timing in relation to specific political events suggests this wave of attacks is politically, rather than financially, motivated. The list of individuals and organizations targeted in this campaign of phishing attacks has significant overlaps with those targeted in an older phishing attack wave, known as Nile Phish, disclosed in 2017 by Citizen Lab and the Egyptian Initiative for Personal Rights (EIPR). Almost all the targets of Nile Phish were being investigated by the Egyptian authorities in relation to “foreign funding”.
“We are urging Egyptian human rights defenders to be vigilant and to contact Amnesty Tech if they receive any suspicious emails,” said Ramy Raoof.
“Until the Egyptian government ends its appalling assault on civil society, activists and human rights defenders must ensure they are keeping themselves safe while they carry out their important work.”   
Public Document
****************************************
For more information or to arrange an interview, please contact:
Elizabeth Berton-Hunter, Media Relations 416-363-9933 ext 332  bberton-hunter@amnesty.ca
  
Make a gift to support human rights today.",['Egypt'],"March 6, 2019",False
0,Iran: Release eight wildlife conservationists following unfair trial on trumped-up spying charges,Amnesty Canada (English),https://amnesty.ca/uncategorized/iran-release-eight-wildlife-conservationists-following-unfair-trial-on-trumped-up-spying-charges/,"Wildlife conservationists in Iran who have been accused of espionage after using cameras to track endangered species could face the death penalty or more than a decade in prison, said Amnesty International, ahead of a verdict in their case in the coming days. The eight scientists, who work with the...",Inspection flag,,"March 5, 2019",False
